id	word1	word2	headline
2056	compraba	tonto	Había un individuo tan tonto, tan tonto, tan tonto…. que no compraba la mesita de noche porque no tenía donde ponerla de día.
2057	chino	cachichien	- ¿Como se dice 99 en chino? - Cachichien
2058	melones	comentaba	Un padre comentaba con su hijo. - Existen 3 tipos de tetas: melones, peras y cebollas. - Papá no conozco la tercera. - Son las de tu madre,que cada vez que las veo me hacen llorar.
2059	voluntad	suya	- Padre, anoche mi primo me hizo suya. - Contra tu voluntad? - No.... contra la pared.
2060	pantalla	televisión	- ¿Por qué los de Lepe ponen una televisión de pantalla plana en el baño? - Porque se ve que te cagas.
2061	figuras	pesebre	- ¿En qué se parece el Madrid de Mourinho a un pesebre?  - En que los dos están llenos de figuras pero ninguna se mueve.
2062	penalty	sergio	- Mama , Mama! Mira, una estrella fugaz!  - No hijo no, es el penalty de Sergio Ramos.
2064	ratón	maliciosa	Va por la selva Tarzán (el hombre mono), de pronto se encuentra con un ratoncito y le dice: - Tan chiquito y con bigotes............? El ratón lo mira con cara maliciosa y le responde: - Y tú..........? Tan grandote y con pañal..........?
2065	apagó	barquito	Iba un barquito de vela y se apagó.
2068	quesitos	vaca	¿Qué se esconde detrás de la marca de quesitos la vaca que ríe? - El toro que empuja!
2071	mango	contenga	Jaimito en el colegio. La profesora le pregunta. - A ver Jaimito dime una palabra que contenga la letra M. Jaimito se lo piensa y finalmente contesta: - Sartén! - Pero Jaimito, no ves que Sartén no contiene ninguna M. - Bueno... Tiene un Mango... para agarrarla...
2073	protones	eeeeee	Le dice un lepero a otro: - Oye Paco, he comprado un condensador de protones estroboscópicos con fisionador calimastrado y lo he puesto en mi patio. - ¡EEEEEE! Espera un momento. ¿Qué coño es un patio?
2074	conducir	cruzando	Un señor está cruzando un paso de cebra, viene un coche a toda marcha y casi le pilla. -Eh, tu - le dice al conductor -¿es que no sabes tocar el claxon? - Sí señor, lo que no sé es conducir.
2075	regaste	lloviendo	Le dice un lepero a otro - Curro ¿Por qué no regaste el jardín? - Porque está lloviendo a cántaros. - No seas vago, hombre, aquí tienes un paraguas.
2076	tontito	pija	LLega una pija de buen ver a un pueblo y paseando por el, se encuentra con el tontito del pueblo. ¿si te doy un beso me das tu móvil? Y el tontito le responde: 601584523
2077	empatados	carreras	¿Que le dice un pato a otro pato jugando a las carreras?  Vamos empatados.
2078	holaaaa	nueve	Coge un lepero el teléfono - ¡Holaaaa!. ¿Es el nueve, cuatro, dos, ocho seis, siete, nueve, uno, cuatro. - Si, si, no, si, si, no, si, no, si.
2080	mataron	muriokung	¿Saben cómo murioKung Fu?  Pués lo mataron porque lo kunfundieron.
2081	eclipse	acerques	Uno de Lepe pregunta a su padre. - Papa, ¿Puedo salir a ver el eclipse? - Está bien hijo, pero no te acerques demasiado.
2083	hipopótamos	hipoteca	Le preguntan a Maripily , ¿qué es una hipoteca? -Es el lugar donde los hipopótamos van de fiesta los fines de semana.
2085	veamos	bolas	Dos de Lepe se van al bosque en busca de un abeto para Navidad. Después de varias horas dando vueltas y más vueltas, uno le dice al otro: - Bueno, ¡ya está bien!. El próximo abeto que veamos lo cogemos tenga o no tenga bolas de navidad.
2086	gallinas	huevo	¿ Por qué las gallinas quieren tanto a sus pollitos?  -Porque les costó un huevo tenerlos.
2087	suicidó	matemáticas	¿Por qué un libro de matemáticas se suicidó?  - Porque tenía muchos problemas.
2090	suicida	gemelo	Lepero suicida, mata a su hermano gemelo por error
2091	disparó	juzga	Se juzga a un lepero y dice el fiscal al acusado: - A ver, ¿por qué disparó dos tiros contra su suegra? - ¡Por qué no tenía mas balas!
2092	médica	reconozca	Un individuo va a la consulta médica y dice: -Doctor vengo para que me reconozca. El médico se lo queda mirando y le contesta. -Disculpe, pero ahora no caigo.
2093	teléfonos	letra	¿Por qué los leperos usan solamente la letra 'T' en sus agendas de teléfonos? - Teléfono de Antonio, teléfono de Luis, teléfono de ... ..
2094	caerían	buzos	Van dos de Lepe en un bote. - Oye Bartolo ¿Tú sabes porque los buzos se tiran al mar hacia atrás? - ¡Joder hombre! ¡Si se tirasen hacia delante caerían dentro del bote!
2095	saludo	doce	Saludo de un español a un chino: ¡Hola!  Y el chino le contesta: las doce y tleinta.
2096	césar	culminante	Esto es un argentino que estaba haciendo el amor con su novia y en el momento culminante ella le dice: - ¡Ay! Dios mío!!!!! Y él le responde: - Bueno…..en la intimidad, me puedes llamar César.
2097	leyó	colgó	¿Por qué un gallego se colgó en el baño? Porque leyó el letrero que decía: COLGATE
2098	pendejo	pequeño	El pequeño Jaimito pregunta a su padre: - Oye, papá ¿Pendejo se acentúa? - Con los años, hijo, con los años, le contesta el padre.
2099	jerarquía	estante	La jerarquía es como un estante..... ¡A más altura, menos sirve....!
2102	venderlo	argentino	¿Conoces el mejor negocio del mundo? Le pregunta un amigo a otro. Por supuesto: El mejor negocio del mundo es comprar un argentino en lo que vale y venderlo en lo que dice valer.
2103	confidencial	fax	¿Cómo manda un Lepero un fax confidencial? - En un sobre cerrado.
2105	tomates	kiwi	Estaban 2 tomates en la nevera y uno le dice al otro: - Oye eres feo, peludo y te estás poniendo de otro color. Y le contesta el otro: - ¿Pero qué me estás contando? Si soy un Kiwi
2108	aló	miami	-¿Aló, aeropuerto?, le habla Maripily ¿Puede decirme cuánto dura el vuelo de San Juan a Miami?  -Sí, un minuto...  -¡Ay!, muchas gracias...
2109	funeraria	sepelio	Se encuentran Maripily y Carolina en una funeraria, y ‘Caro’, le pregunta a su amiga: -¿Y de qué murió tu amigo? Y responde Maripily: -Creo que en una pelea, porque afuera dice ‘sepelio’, pero no dice con quién...
2110	gramática	oración	"En la clase de gramática la maestra le pregunta a Jaimito. -Jaimito, en la oración ""María está disfrutando"" ¿Donde está el sujeto? -Muy fácil señorita profesora, contesta Jaimito, pués encima de ella."
2112	zidane	nueztra	Estos son Zidane i Nhug, nuestros perros de caza...  .... de caza nueztra.
2114	jefes	nubes	Los jefes son como las nubes.... ¡¡ cuando desaparecen, el día se arregla !!
2115	almirante	flota	- ¡¡¡ Almirante, Almirante !!! quince carabelas se acercan. - ¿Una flota? - No, flotan todas.
2119	militar	pregunto	-Carmen, ¿Estás enferma?. Te lo pregunto porque he visto salir a un médico de tu casa, esta mañana. - Mira, ayer por la mañana yo vi salir a un militar de la tuya, y no estamos en guerra, ¿verdad?
2120	comeremos	mañana	- ¡Mamá! ¡Mamá! ¿Cuando comeremos pan de hoy? - Mañana, hijo, mañana.
2121	borracha	enferma	-Doctor, me siento mal......todo me da vueltas....además me arde el corazón. -Mire, señora, en primer lugar no soy doctor, soy barman; en segundo lugar usted no está enferma, está borracha; y en tercer lugar, no le arde el corazón, tiene una teta en el cenicero.
2122	cacao	aprovecha	¿Qué le dice la leche al cacao?  -Si me vas a echar un polvo, aprovecha ahora que estoy calentita!!.
2124	pásame	cabello	Un lepero le dice a otro: - Oye, pásame el champú. - Pero si ahí en el baño ya tienes uno. - Si hombre, pero éste es para cabello seco y yo ya me lo he mojado.
2125	veían	granja	Se encuentran dos leperos, amigos de la infancia, que hacía tiempo que no se veían. - Que tal Juan ¿Y tú ahora a que te dedicas? - Pues mira tengo una granja con 10.000 palomas - ¿Mensajeras? Le pregunta el amigo - A lo que juan le responde. No, no te exagero nada.
2126	castigo	bigamia	¿Conoces cuál es el castigo para la bigamia? - Tener dos suegras.
2127	descansamos	descansa	"Era una suegra tan mala, tan mala, tan mala, que cuando se murió en su tumba pusieron: - ""Aquí descansa ella, pero en casa descansamos todos"""
2129	angustiado	tomara	Maripily llama por teléfono a una amiga suya con tono angustiado. - Estoy bien preocupada, sabes: el médico me dijo que me tomara tres muestras de orina, pero solo me tomé dos.Es que eso sabe muy amargo.
2130	dejalo	muere	Se muere un lepero y durante el velatorio se acerca un amigo al hijo y le dice: -Lo siento. -No, dejalo acostado, tal como está.
2131	respeto	idiota	Le comenta un tipo al alguien en una boda: - Oiga, ¿Se ha fijado que la novia es bastante fea, la pobre? -Pero bueno, un respeto. No le tolero que diga eso de mi hija. - ¿Ay! Pués perdone, no pensé que usted fuera su padre.. -No soy el padre.....soy la madre, ¡¡¡¡ IDIOTA !!!!!
2133	tía	cerrado	este es Jaimito que ve a su tía y le pregunta:  - De donde vienes  - Del salón de belleza - Ah! y estaba cerrado?
2136	contestan	dígame	Llama un lepero por teléfono y le contestan: - ¿Si.....dígame? - Doctor, doctor, mi mujer está a punto de dar a luz. - ¿Es su primer hijo? - No, soy su marido.
2137	mentirosos	acababa	Dice Maripily: - ¿Quién dijo que el mundo se acababa en el 2012?, son todos tan mentirosos. Encontré una lata de atún que caduca en el 2013.
2138	peligrosa	conduciendo	Iba uno de Lepe conduciendo por una carretera secundaria, cuando vió un cartel quedecía: 'Curva peligrosa a la izquierda'. Sin dudar, viró a la derecha.
2139	tóquemelas	contagioso	- Doctor, tengo un problema con mis tetas. - ¿Con sus tetas, señora? - Si, tóquemelas un poco, ¿Ve usted como se ponen duras? - Ya veo, ya. - ¿Cree usted que es grave? - Grave no sé, pero contagioso una barbaridad.
2140	quejoso	cepillo	Se encuentran el cepillo de dientes y el rollo de papel higiénico comentando sus cosas. El cepillo de dientes quejoso dice:  - A veces pienso que tengo el peor trabajo del mundo. A lo que el rollo de papel higiénico contesta:  - Siiiii….seguro!
2141	acabamos	espermatozoide	- ¡Jo, qué cansado estoy!!¿Queda mucho para llegar al útero?- le pregunta un espermatozoide a otro que corría junto a él. - Pues claro, solo acabamos de pasar las amígdalas,  o sea que...
2142	callo	pegamento	Era una vez un perro que se llama pegamento se callo y se la pego.
2146	religioso	silencioso	Una vieja, en la mitad de un servicio religioso, se inclina y le dice al oído al esposo:  - Me acabo de tirar un pedito silencioso... Qué hago?.. Y el marido le responde: - Ahora nada, pero cuando llegues a casa, cámbiale las pilas al sonotone.
2147	ligué	buenísima	- Anoche ligué con una tía buenísima. ¡qué piernas!, ¡qué pechos!, qué culo! - ¿Y de cara? - Ah, eso si, ¡carísima!.
2148	periódico	comenta	"Lepero lee en un periódico: ""Alud mata a 100 personas"". El tipo comenta en voz baja:  - Qué hijo de puta el Alud ..."
2149	motos	avión	Estaban dos leperos. Estaban el padre y su hijo mirando al cielo, y pasa un avión. El niño le dice al padre: - Papá. ¿Este es el avión del Rey ? Y el padre le responde: - No. El avión del rey lleva dos motos delante y dos motos detrás.
2151	kinders	bofetón	Llega un lepero del trabajo a su casa y pregunta: - Hijo, ¿Con que juegas? - Con lo que me sale de los huevos. El padre le da un bofetón y el niño corre a decirle a su madre: - Mamá, ya no quiero mas kinders.
2152	padrecito	superman	En el bautizo de un bebe en Galicia, el cura replica: - NO, No, noo hijos...Que no podéis ponerle Batman al niño! - Bueno padrecito entonces...Superman! - Tampoco, Caramba! deben ponerle un nombre de pila...... - Ya esta!.... entonces se llamara, DURACELL !!!!
2153	caminas	tocarlos	Se encuentran en la calle dos gallegos uno le pregunta al otro: - Porque caminas con las piernas abiertas? - Porque tengo el colesterol alto. - Y eso que tiene que ver con tu manera de caminar? - Es que el doctor me dijo: Los huevos.....NI TOCARLOS!!!! !!
2154	manolín	contaba	Le contaba un lepero a otro - Ibamos yo y Manolín - No, íbamos Manolín y yo - Vale, listo, yo no iba.
2156	quedarme	acierto	Dos leperos se encuentran en un camino. Uno llevaba una bolsa al hombro. - ¿Qué tienes en la bolsa?, dice el otro. - Pollos, responde el primero - Si acierto cuantos llevas ¿puedo quedarme con uno? - Si aciertas puedes quedarte con los dos. - Bueno, pues ... ¡cinco!
2157	denunciar	denuncia	A Maripily se le metieron los ladrones en la casa y corre directo al policía a poner la denuncia del robo. -Mire, señor..., venía para denunciar que entraron los ladrones a mi casa y me robaron: un equipo de sonido marca Aiwa, una nevera marca Samsung, un portátil Toshiba, y un Cristo marca Inri.
2162	jerusalén	jesús	Andaba Jesús de Nazaret camino de Jerusalén cuando se encuentra con un amigo que volvía de allí. -El amigo le pregunta: ¿A donde vas Jesús ? -Y Jesús le responde: Voy a Jerusalén a tomar algo. A lo que el amigo le dice.  - Pues yo que tú no iría, porque allí te clavan.
2163	próstata	homosexual	Un ciego,durante el examen de la próstata: - Disculpe doctor, ¿puedo agarrar su pene mientras me examina?  El doctor sorprendido le pregunta: -¿Por qué quiere agarrar mi pene? ¿Es usted homosexual? - No. Es sólo para asegurarme de que lo que me está metiendo es el dedo.
2167	invito	fiesta	- Oye, Pepe, te invito a una fiesta de 21 años. - Vale, tío, pero yo a los tres meses me vuelvo, ¿eh?
2168	estacionar	separada	La mujer, después de estacionar el coche,  le pregunta al marido: - Mi vida, ¿me he quedado muy separada de la acera? El marido le contesta: - ¿De cuál de las dos?
2169	divorcios	arroz	En que se parecen las bodas y los divorcios? - Pues en el arroz. Por que cuando sales de la iglesia todo es arroz. Y cuando sales del juzgado todo es pa'ella!!!
2170	perros	cua	Estaba pepito hablando con su primo que era tartamudo: - Por que estas depre primo? - Es que-que...yo-yo te-te-nia...un perro que ha-ha-ce cua-cualcua!!!! -Pero los perros ladran! No hacen cua,cua, así hacen los patos!!!  -Ha-ha-ce cua-cua-tro días que me-me lo ro-robaron
2173	prefieres	viejitos	Dos viejitos conversando: - ¿Prefieres el sexo o la Navidad? - ¡Sexo, claro! Navidad hay todos los años.
2175	nitrato	embarazo	Maestra: Pepito, ¿como se llama el compuesto  químico para evitar el embarazo? Pepito: Nitrato de meterlo.
2179	rompio	encantan	- Amor, te gustan los bebés? -Awwww! ¡Me encantan!  -Que bueno porque se me rompio el condon!
2180	caldito	pollito	- ¿Cómo maldice un pollito a otro pollito? - ¿Cómo? - Caldito seas!
2181	uñas	rascarse	-Doctor, ¿Que me recomienda para el mal aliento?  -Que se deje de morder las uñas después de rascarse el culo.
2182	enamoraste	cambió	Ayer mi hija me preguntó .... - Mami, alguna vez te enamoraste de un profesor? - Si mi amor, - le contesté - del de la guarderia... - Que romántico mami!!! y que pasó ? - que tu papi.. se cabreo y te cambió de colegio!!
2183	simpática	cirrosis	- Pepe, ¿qué te dijo el médico?  - Que tengo sonrisa simpática y soy feliz!  - Lee bien! Dice: CIRROSIS HEPÁTICA Y SÍFILIS.
2184	alzheimer	alemán	- Hijo, como se llama ese cabrón alemán que me lo esconde todo?  -Alzheimer, papa, alzheimer…
2185	ancianos	anciano	Una pareja de ancianos estan en la cama y ella le dice a su marido: –Pareces un teléfono móvil! El anciano orgulloso responde: - ¿Vibro mucho? –No, al entrar al túnel se te cae la cobertura...
2186	voló	angelito	- Mamá mi hermanito no es un angelito como decias - Claro que si, es un angelito  - No, porque cuando yo lo solte del segundo piso el no voló!
2189	serpiente	increíble	- ¿Su nombre? - Adán  -¿Su esposa?  -Eva  -¡Increíble! ¿Por casualidad la serpiente esta por ahí?  - Claro que si... ¡SUEGRA!
2190	víbora	picado	- Doctor, a mi amigo le ha picado una víbora en el pene, ¿que hago?  - Chupar y sacar el veneno  - Oye!!! ¿Que dice el Doctor?  - Que te vas a morir
2191	pizzas	pizzería	Entra un hombre a una pizzería, acompañado por dos señoritas y dice: - Quería dos pizzas 4 quesos. - ¿Familiares? - No, son putas, pero les ha entrado hambre.
2192	llorando	entierro	En el entierro de un multimillonario, una mujer estaba llorando desesperadamente, y el cura le pregunta: - ¿Era usted una familiar muy cercana?, ¿verdad? - No. - Y, entonces, ¿por qué llora? - Pues por eso mismo, padre.
2193	aprobaba	prometiste	El hijo a su padre: - Papá, papá, tengo muy buenas noticias para ti. ¿Recuerdas que me prometiste cincuenta euros si aprobaba el curso? Pues alégrate, porque te vas a ahorrar ese dinero.
2194	pronombres	lengua	El profesor de lengua descubre a Jaimito distraído mirando por la ventana. Se dirige a él, diciéndole: - ¡A ver, Jaimito, dime dos pronombres! - ¿Quién? ¿Yo?
2195	satanás	religión	En clase de religión, el profesor pregunta a Jaimito: - A ver Jaimito, explícanos quién es Satanás? - Pues... teniendo en cuenta lo que he descubierto del ratoncito Pérez y de los Reyes Magos, yo diría que Satanás son los padres.
2196	acábate	tonterías	- Mamá, mamá, ¿por qué papá es calvo? - Pues porque piensa mucho y es muy inteligente. - Y, tú mamá, ¿por qué tienes tanto pelo? - Anda, acábate el desayuno y deja de preguntar tonterías.
2197	aprendido	suficiente	Después del primer día de clase de Jaimito, su le pregunta: - ¿Qué has aprendido hoy, Jaimito? - Pues por lo visto no lo suficiente mama, porque tengo que volver mañana.
2198	debían	metro	- Mamá, mamá, hoy debían haber unas cien mil personas en el metro. - Te he dicho dos mil millones de veces que no quiero que exageres!
2199	asta	mmmmm	Esta el esposo despidiéndose de su esposa para irse a trabajar. Le dice a su esposa: - Mi amor te alistas en la noche porque te voy a dar asta por las orejas.  Y ella asustada contesta.  - Ayy mi amor por ahí no porque me quedo sorda Y el responde. - Mmmmm no te has quedado muda
2200	bikini	chicas	Un hombre está mirando descaradamente a dos chicas que están en la playa en bikini, y una le pregunta: - Pero, bueno, ¿tú qué coño quieres? - ¡Ah!, ¿es qué puedo elegir?
2203	amargo	vino	Cuál es el vino más amargo? - Vino la suegra
2205	bikini	diminuto	Una chica de 14 años se quería comprar un bikini muy diminuto y se lo prueba. Le pregunta a su madre: - ¿Qué te parece? - Me parece que si yo lo hubiera usado cuando tenía tú edad, ahora tendrías ocho años más.
2207	llamadas	contestas	Un jefe le dice a su secretaria: - ¿No oyes el teléfono?¿por qué no contestas? - ¿Para qué, si todas las llamadas son para usted?
2208	inspector	comisaría	Una señora en la comisaría: - ¡Inspector!, ¡Inspector! Me acaba de violar un funcionario. - Pero... ¿Cómo sabe usted que era un funcionario? - Porqué tuve que hacerlo todo yo.
2209	escribo	eduardo	Dos amigos que hace tiempo que no se ven: - ¿Hombre Eduardo, cómo va la vida? - Así, así... - ¿A qué te dedicas? - Escribo en el periódico. - ¿De verdad? Eso está muy bien! ¿En qué sección? - Demandas de empleo.
2210	cuéntamelo	pensar	En el confesionario: - Padre, creo que mi madre es puta. - Pero hombre, vamos a ver, ¿qué te hace pensar eso? - Me lo han dicho millones de personas. - ¿Cómo? A ver,cuéntamelo todo desde el principio... ¿A qué te dedicas? - Soy árbitro.
2211	vodafon	borrachos	Se encuentran dos borrachos y uno le dice al otro. - Oye!, tu eres de vomitar ? Y el otro le contesta. - No, yo soy de Vodafon.
2212	deleite	camilo	Esto es un matrimonio gallego y la mujer le dice al marido. - Camilo, dime algo que me deleite. Y el marido le contesta. -¡¡¡¡ Vaca !!!!!
2213	ema	clara	- ¿Cuántas mujeres caben en un huevo? - 2, Clara y Ema
2215	arg	pájaro	Una rubia y una morena pasean por un parque.   - (morena) Arg, que asco, un pájaro muerto!!  - (la rubia, mirando al cielo) Donde?
2218	sincero	dijo	¿Qué le dijo el 1 al 10? - Para ser como yo, tienes que ser sincero.
2219	arrr	reclutas	-Atención reclutas!! Armas al hombro!... ¡¡¡Arrr!!! - ... - A ver, el de Bilbao, baja el tanque, coño!
2220	ayudado	caído	- Mamá, mamá, ¡la abuela se ha caído al suelo! - ¿Y tú la has ayudado? - No, que va, se ha caído ella sola.
2221	hayyy	ayyy	¿Cuál es la diferencia entre una novia, una amante, y una esposa a la hora de hacer el amor? La novia dice: -¡Ayyy me duele! La amante dice: -¡Ayyy que placer! Y la esposa dice: -¡Hayyy que pintar el techo!
2222	higiénico	cortinas	- ¿Tu sabes cuál es la diferencia entre el papel higiénico y las cortinas del baño?  - Mmm, pues no sé.  - Ajá!..entonces fuiste tú!
2224	insultos	imbécil	En la calle: - Usted es un gilipollas, un idiota y un imbécil! - ¡Oiga, oiga!, ¿eso son bromas o insultos? - ¡Insultos! - Ah, bueno, es que no aguanto las bromas de nadie.
2225	insistas	faldas	- Mamá mamá me dejas ir con faldas al colegio? - No! - Mamá! déjame! - No y no insistas! - Pero mamá, si ya tengo 15 años - Que no Manuel que no!
2229	cambiado	audífono	El médico atiende un viejecito millonario que había comenzado a usar un revolucionario audífono -Y entonces, señor Almeida, ¿le funciona su nuevo aparato? -Si, es muy bueno. -¿Y a su familia le gustó? -Todavía no se lo he dicho a nadie, pero ya he cambiado tres veces mi testamento.
2231	nervios	farmacéutico	Llega un hombre a una farmacia y le pregunta al farmacéutico: - ¿Tiene pastillas para los nervios? - Si -¡Pues tómese dos que esto es un atraco!
2232	bolsos	mujeres	Dos amigos: - Hace unos años todas las mujeres iban detrás de mí. - ¿Y ahora por qué no? - Es que ya no robo bolsos.
2233	balneario	reuma	Un hombre en un balneario le pregunta al recepcionista: - Oiga, ¿este balneario es bueno para el reuma? - ¡Coño! ¡Aquí lo cogí yo!
2235	ajedrez	mates	Dos amigos gitanos jugando al ajedrez y uno le dice al otro: - Jaque mate con el caballo. El otro contesta: - ¡¡¡Haaala!!! ¡¡¡Y tu ja te mates con la fragoneta!!!
2236	árbol	diferencia	¿Qué diferencia hay entre un árbol y un borracho? Que el árbol comienza en el suelo y termina en la copa; y el borracho empieza por la copa y acaba en el suelo.
2237	mensajes	textos	Un hombre a su pareja: - Me encantan tus masajes y tu sexo.  - ¿Què?! - Que me encantan tus mensajes y tus textos
2240	amante	kilos	¿Cuál es la diferencia entre la amante y la esposa? 30 kilos. ¿Cuál es la diferencia entre el amante y el esposo? 30 minutos.
2241	inserso	cocodrilo	¿Qué tiene 2 ojos y 100 dientes? Un cocodrilo. ¿Y 2 dientes y 100 ojos? Un autobús del Inserso.
2242	maravillas	madrugada	De madrugada llega el marido a casa:  -¡Pero, ¿Qué hace ese tío debajo de mi cama?  -Debajo no sé, pero encima... ¡Hace maravillas!
2243	déjala	ordenes	Una Mujer a su marido: - Desabrocha mi blusa y déjala sobre la mesa. - Sí - Ahora el sostén y ponlo en la cama. - A tus ordenes - Deja mi falda en la silla - Claro - Ahora mis pantis en el armario - Ya está. - ¡Y que sea la última vez que te pones mi ropa!
2244	necesitas	fijamente	De madrugada, un hombre de 80 años se despierta y va al cuarto de baño. Mientras orina, mira fijamente a su pene y le dice: - Te das cuenta cabroncete? Cuando tú lo necesitas, yo sí me levanto.
2245	acabado	tantas	Un matrimonio, el llega a las tantas y la esposa lo espera en la cama: - ¿A ver Juan, por qué vienes a casa medio borracho?  - No es mi culpa, se me ha acabado el dinero…
2246	apoyo	gallina	Qué le dice una gallina deprimida a otra gallina deprimida? - Necesitamos apoyo
2247	pareja	contigo	Una pareja está en pleno acto sexual, suena el teléfono y ella contesta y al rato se ríe, él pregunta:  - Por qué te ríes?  - Nada, es mi marido que dice que viene tarde porque está contigo.
2249	mami	mia	Una madre a su hija:  - Hija mia... dicen las vecinas que te estás acostando con tu novio! - Mami, la gente es tan chismosa… Una se acuesta con uno cualquiera y ya les da por decir que es el novio.
2250	marchas	tenías	- Mamá... creo estoy embarazada... - Pero hija mía ¿dónde tenías la cabeza?  - Pues entre el volante y cambio de marchas..
2251	hagamos	ancianos	Una pareja de ancianos y le dice el abuelo: - María, ¿donde quieres que hagamos hoy el amor?  - ¡En el suelo cariño!  - ¿Y por qué en el suelo?  - ¡Pues para sentir algo duro!
2252	responderle	invita	Si una médium te invita a una fiesta en su casa, hace falta responderle diciendo que vas a ir?
2253	campanas	campana	- Por qué todo el mundo lleva casco en Lepe?  - Porque se rompió la cuerda de la campana de la iglesia y ahora el cura tiene que tirar piedras para que suenen las campanas.
2255	vestuario	femenina	Después de un partido de futbol, dos amigos se están cambiando en el vestuario, y uno de ellos se queda asombrado cuando ve que el otro lleva puestos un sujetador y unas ligas. - Pero tío! desde cuando llevas ropa interior femenina? - Desde que mi mujer la descubrió en la guantera del coche.
2257	cierran	crema	¿Por qué los leperos cierran los ojos cuando se echan crema? - Porque pone NIVEA.
2258	decías	corazón	- Papa, papa ¿el corazón tiene piernas? - No hijo ¿Por qué?  - No, porque anoche oí que decías: “abre las piernas corazón”
2259	granjero	cabra	Estaba un granjero en una entrevista de trabajo: - ¿Nombre?  - Manuel - ¿Sexo? - ¡Todos los días! - NO SEÑOR ¿Qué si hombre o mujer? - Hombre, mujer, cerdo, cabra o lo que se me cruce...
2260	raúl	converse	Un padre a su hijo: - Raúl ¿Por qué estás hablando con unos zapatos ? - Es que en la caja ponía converse.
2261	national	geographic	Dos amigos: - Manuel ¿te has enterado que National Geographic ofrece un millón de dólares al que le traiga el animal más raro del mundo? - Es genial ¿como lo hacemos? - ¿Puedes ir solo?¿O te paso a buscar?
2262	encantadora	jose	Se encuentran dos amigos: - Hola Jose, ¿Qué tal te va? - Hola Alejandro, ¿Ya conoces a mi encantadora mujer, verdad? - ¡Ah!, ¿pero tienes dos?
2263	heroinómanos	jeringuilla	¿Por qué en Lepe no hay heroinómanos? Porque no han sido capaces de meter el caballo en la jeringuilla.
2265	semáforos	salte	¿Por qué en Lepe los semáforos están cuatro o cinco metros más alto de lo normal?  Para que nadie se los salte.
2266	trinaranjus	plantan	¿Por qué los leperos plantan las naranjas de 3 en 3? - Para recoger Trinaranjus.
2267	secretario	dictándole	Está el alcalde de Lepe dictándole una orden al secretario:  - Convócame una reunión para el viernes.  - Señor alcalde - le replica el secretario - ¿Viernes es con V o con B?  - Aplázala para el lunes.
2268	huelva	salida	¿Por qué los de Lepe no salen nunca del pueblo?  - Porque a la salida solo hay un letrero que pone Huelva.
2269	puntillas	supermercado	¿Por qué las mujeres de Lepe entran de puntillas en el supermercado?  - Porque no admiten talones.
2270	sembrando	pánico	¿Qué hace un lepero corriendo y gritando de madrugada por el campo? - Sembrando el pánico.
2271	kamikazes	casco	¿Por qué los kamikazes llevaban casco?
2273	indignada	adiós	Un borracho sale de un bar y mientras camina por la calle se cruza con una mujer y le grita: - ¡Adiós fea! La mujer se gira indignada y le responde: - ¡Cállate borracho! El borracho sonrie y le contesta: - Sí, pero a mi mañana se me habrá pasado.
2274	positivo	pila	¿Qué diferencia hay entre una pila y una suegra? Que la pila tiene un lado positivo.
2275	balcón	alas	- Mamá , mamá, ¡Papá está en el balcón y dice que se va a tirar! - A ver hijo, dile a tu padre que lo que le he puesto son los cuernos, no las alas.
2276	nacidos	bebés	Dos bebés recien nacidos están en la maternidad: - Hola, ¿Tú qué eres un niño o una niña? - Yo creo que soy una niña, porque mis patucos son de color rosa. ¿Y tú que eres? - Pues no tengo ni idea porque los huevos no me dejan ver los patucos.
2277	deliciosos	esposos	La pareja de esposos pasando al frente de una panadería; la esposa le dice a su marido: - ¡MMMMM! amor... esos pasteles huelen tan deliciosos... Y el marido le dice cariñosamente: - ¡Ah! ¡Pues si quieres volvemos a pasar!
2278	cojear	larga	- Doctor, tengo una pierna mas larga que la otra, ¿qué debo hacer? - Cojear
2279	complejo	tengo	- Doctor, creo que tengo complejo de fea.  - De complejo nada.
2280	viviré	tabaco	En la consulta del médico: - Lo siento, pero tendrá usted que dejar el tabaco, el alcohol y el sexo, le queda poco tiempo de vida.  - ¿Y así viviré más Doctor?  - No, pero se le harán los días más largos.
2283	butanero	éldelbar	¿Cómo se dice camarero en élfico? Éldelbar ¿Y si el camarero es hijo del butanero? Éldelbar, hijo de Éldelgas
2284	carisma	friki	- Mama, mama, ¡en el cole me llaman friki! - ¿Y tú qué haces? - Me bajo tres puntos de carisma.
2286	sacarías	meterías	¿Cómo meterías a 100 catalanes en un 600? Tirando un euro dentro. ¿Y cómo los sacarías? Diciéndoles que es un taxi.
2287	juramento	víctima	En un juicio el fiscal interroga al acusado: - Díganos, ¿mató usted a la víctima? - No. - Le recuerdo que está usted bajo juramento. ¿Sabe cuál es la pena por perjurio? - Pues no, pero seguro que es menor que por asesinato.
2288	soñabas	estuviese	- Cariño, ayer mientras soñabas decias que ya no me quieres y que te vas a divorciar de mi. - ¿Y quién te ha dicho que estuviese dormido?
2289	cachorro	psicólogo	Un hombre va a hablar con su psicólogo: - Doctor, doctor, siento que soy un perro. - ¿Y desde cuando le pasa eso? - Desde cachorro
2290	abs	frenillo	Era un hombre que la tenía tan grande, tan grande, que en vez de frenillo tenía ABS.
